country,iso_alpha3,year,fdi_net_inflow,fdi_net/gdp,elec_access,gov_effect,gcf,trade,gdp_deflat,gdp/cap,school_enroll,labour
Nepal,NPL,2002,-5952541.12704631,-0.0983748686510898,36.4,-0.598195910453796,152242727700.0,46.2307185004451,3.93485789816799,238.89140296106,4.98775005340576,6237676.0
Nepal,NPL,2003,14778085.6065136,0.233443620739643,39.6,-0.800985097885132,162098078300.0,44.2478836156195,3.07030496732148,246.429706587633,4.91134977340698,6361849.0
Nepal,NPL,2004,-417346.383904295,-0.00573755737053384,37.2,-0.955853760242462,190371625100.0,46.1472867206087,4.16642715074835,279.587750044428,5.69477987289429,6483894.0
Nepal,NPL,2005,2451784.70709983,0.030156295078659,46.1,-0.861349403858185,208387708700.0,44.0629474798613,6.11939040793636,309.024168339372,7.15422010421753,6600031.0
Nepal,NPL,2006,-6647983.90370767,-0.073509433259411,51.2,-0.924164414405823,217630914600.0,44.7619877569242,7.36003927902544,340.431796437968,7.62671995162964,6709291.0
Nepal,NPL,2007,5741706.05320872,0.0556064154566332,52.6,-0.724708914756775,228570533300.0,44.5792750200254,7.60328894061151,385.449767660642,9.50374031066895,6814461.0
Nepal,NPL,2008,995123.930669508,0.00793215735192788,56.0,-0.815914392471313,296261892300.0,46.0362063511913,5.61985452382142,464.817391891529,10.4749002456665,6923924.0
Nepal,NPL,2009,38271269.9748301,0.297715388957693,59.3,-0.965407252311707,321699108700.0,47.0794477633688,15.9083302102455,473.078751198621,10.4467401504517,7038992.0
Nepal,NPL,2010,87741711.6305985,0.548294665887946,68.6,-0.896736919879913,432486533700.0,45.9849057742707,15.1469324490072,585.278491984574,13.3236488235053,7158341.0
Nepal,NPL,2011,94022157.1167851,0.435814930594323,67.3,-0.920482873916626,433623556126.078,36.296758890097,26.3973066649675,785.518656222132,13.2867385971183,7256378.0
Nepal,NPL,2012,91954196.0964528,0.42369151125933,75.2,-0.989905714988708,453543947778.968,37.921906058758,7.7411500296797,788.202937148377,14.37934746619035,7316791.0
Nepal,NPL,2013,74179632.6147952,0.334712330597339,77.4,-0.933889985084534,493898743868.205,41.8653757376722,7.08265099891379,803.269595420477,15.4719563352624,7357452.0
Nepal,NPL,2014,30402676.784735,0.133746236524448,84.9,-0.863811731338501,567566809062.169,45.9826416115927,8.03536619587905,821.455224911731,13.2380540463977,7408274.0
Nepal,NPL,2015,51895699.9282915,0.213029527712984,82.0,-1.1360867023468,607188370052.861,46.6657303895158,4.40904543328786,875.543635474862,12.282886814704,7493338.0
